File Name,File Path,Sheets
08_DATA_Cleaned_Nigeria_Sprite_Regular (1).xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Nigeria_Sprite_Regular (1).xlsx,N/A
08_DATA_Cleaned_Nigeria_Sprite_Zero.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Nigeria_Sprite_Zero.xlsx,N/A
08_DATA_Cleaned_Pakistan_Fanta_Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Pakistan_Fanta_Regular.xlsx,N/A
08_DATA_Cleaned_Pakistan_Sprite_Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Pakistan_Sprite_Regular.xlsx,N/A
08_DATA_Cleaned_PH_Fanta_Regular_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_PH_Fanta_Regular_v2.xlsx,N/A
08_DATA_Cleaned_PH_Sprite_Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_PH_Sprite_Regular.xlsx,N/A
08_DATA_Cleaned_Poland_Sprite Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Poland_Sprite Regular.xlsx,N/A
08_DATA_Cleaned_Romania_Fanta Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Romania_Fanta Regular.xlsx,N/A
08_DATA_Cleaned_Romania_Fanta Zero.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Romania_Fanta Zero.xlsx,N/A
08_DATA_Cleaned_Romania_Sprite Regular Extra Cell.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Romania_Sprite Regular Extra Cell.xlsx,N/A
08_DATA_Cleaned_Romania_Sprite Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Romania_Sprite Regular.xlsx,N/A
08_DATA_Cleaned_Romania_Sprite Zero.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Romania_Sprite Zero.xlsx,N/A
08_DATA_Cleaned_RQ_Fanta_Regular_v3.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_RQ_Fanta_Regular_v3.xlsx,N/A
08_DATA_Cleaned_SA_Fanta Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_SA_Fanta Regular.xlsx,N/A
08_DATA_Cleaned_SA_Fanta Zero.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_SA_Fanta Zero.xlsx,N/A
08_DATA_Cleaned_SA_Sprite Regular_v4 - Copy.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_SA_Sprite Regular_v4 - Copy.xlsx,N/A
08_DATA_Cleaned_SA_Sprite Regular_v4.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_SA_Sprite Regular_v4.xlsx,N/A
08_DATA_Cleaned_SA_Sprite Zero_v2 with CATUSE1_Type 040422.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_SA_Sprite Zero_v2 with CATUSE1_Type 040422.xlsx,N/A
08_DATA_Cleaned_SP_Fanta Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_SP_Fanta Regular.xlsx,N/A
08_DATA_Cleaned_SP_Fanta Zero.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_SP_Fanta Zero.xlsx,N/A
08_DATA_Cleaned_SP_Sprite Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_SP_Sprite Regular.xlsx,N/A
08_DATA_Cleaned_SP_Sprite_zero V02 08-12-22.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_SP_Sprite_zero V02 08-12-22.xlsx,N/A
08_DATA_Cleaned_Thailand_Fanta Regular_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Thailand_Fanta Regular_v2.xlsx,N/A
08_DATA_Cleaned_Thai_Fanta Zero_V2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Thai_Fanta Zero_V2.xlsx,N/A
08_DATA_Cleaned_Thai_Sprite Regular_Blind_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Thai_Sprite Regular_Blind_v2.xlsx,N/A
08_DATA_Cleaned_Thai_Sprite Regular_Branded_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Thai_Sprite Regular_Branded_v2.xlsx,N/A
08_DATA_Cleaned_Thai_Sprite Zero.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Thai_Sprite Zero.xlsx,N/A
08_DATA_Cleaned_Turkey_Fanta Zero 2500_v3 with CATUSE1_Type.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Turkey_Fanta Zero 2500_v3 with CATUSE1_Type.xlsx,N/A
08_DATA_Cleaned_UK_Fanta Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_UK_Fanta Regular.xlsx,N/A
08_DATA_Cleaned_UK_Fanta Zero with extra Cell v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_UK_Fanta Zero with extra Cell v2.xlsx,N/A
08_DATA_Cleaned_UK_Sprite Blind_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_UK_Sprite Blind_v2.xlsx,N/A
08_DATA_Cleaned_UK_Sprite Regular_Branded_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_UK_Sprite Regular_Branded_v2.xlsx,N/A
08_DATA_Cleaned_UK_Sprite Zero Repeat.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_UK_Sprite Zero Repeat.xlsx,N/A
08_DATA_Cleaned_UK_Sprite Zero_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_UK_Sprite Zero_v2.xlsx,N/A
08_DATA_Cleaned_USA_Fanta Regular_v3.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_USA_Fanta Regular_v3.xlsx,N/A
08_DATA_Cleaned_USA_Fanta Zero_v3.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_USA_Fanta Zero_v3.xlsx,N/A
08_DATA_Cleaned_USA_Sprite_Regular_updated_020124.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_USA_Sprite_Regular_updated_020124.xlsx,N/A
08_DATA_Cleaned_USA_Sprite_Regular_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_USA_Sprite_Regular_v2.xlsx,N/A
08_DATA_Cleaned_USA_Sprite_Zero.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_USA_Sprite_Zero.xlsx,N/A
08_DATA_Cleaned_USA_Sprite_Zero_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_USA_Sprite_Zero_v2.xlsx,N/A
08_DATA_Cleaned_UZ_Fanta_Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_UZ_Fanta_Regular.xlsx,N/A
08_DATA_Cleaned_Vietnam_Sprite_Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_Cleaned_Vietnam_Sprite_Regular.xlsx,N/A
08_DATA_SPSS_Australia_Sprite Regular_v5.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_SPSS_Australia_Sprite Regular_v5.xlsx,N/A
08_DATA_SPSS_Kenya_Sprite Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_SPSS_Kenya_Sprite Regular.xlsx,N/A
08_DATA_SPSS_Thai_Fanta Regular WITH CATUSE1_Type_v4.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Monadic\08_DATA_SPSS_Thai_Fanta Regular WITH CATUSE1_Type_v4.xlsx,N/A
08_DATA_Cleaned_IT_Sprite Regular_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Sequential Monadic\08_DATA_Cleaned_IT_Sprite Regular_v2.xlsx,N/A
08_DATA_Cleaned_Poland_Sprite Regular.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Sequential Monadic\08_DATA_Cleaned_Poland_Sprite Regular.xlsx,N/A
08_DATA_Cleaned_Thailand_Fanta Regular_v2.xlsx,C:\Legacy Files\all_files\For TCS\Ipsos Fenix Raw Data\Sequential Monadic\08_DATA_Cleaned_Thailand_Fanta Regular_v2.xlsx,N/A
Coke_Adult_Sparkling_SSD_Brazil_v1_011824.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Adult Sparkling\Coke_Adult_Sparkling_SSD_Brazil_v1_011824.xlsx,N/A
Coke_Adult_Sparkling_SSD_Egypt_v1_011824.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Adult Sparkling\Coke_Adult_Sparkling_SSD_Egypt_v1_011824.xlsx,N/A
Coke_Adult_Sparkling_SSD_India_v1_011824.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Adult Sparkling\Coke_Adult_Sparkling_SSD_India_v1_011824.xlsx,N/A
Coke_Adult_Sparkling_SSD_Italy_v1_011824.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Adult Sparkling\Coke_Adult_Sparkling_SSD_Italy_v1_011824.xlsx,N/A
Coke_Adult_Sparkling_SSD_Romania_v1_011824.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Adult Sparkling\Coke_Adult_Sparkling_SSD_Romania_v1_011824.xlsx,N/A
Coke_Adult_Sparkling_SSD_Spain_v1_011924.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Adult Sparkling\Coke_Adult_Sparkling_SSD_Spain_v1_011924.xlsx,N/A
Coke_Adult_Sparkling_SSD_United_Kingdom_v1_011824.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Adult Sparkling\Coke_Adult_Sparkling_SSD_United_Kingdom_v1_011824.xlsx,N/A
08_DATA_Cleaned_SP_Lemon_v2 with OEs and Max Diff.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Hydration\08_DATA_Cleaned_SP_Lemon_v2 with OEs and Max Diff.xlsx,N/A
08_DATA_Cleaned_SP_Orange_v2 with OEs and Max Diff.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Hydration\08_DATA_Cleaned_SP_Orange_v2 with OEs and Max Diff.xlsx,N/A
08_DATA_Cleaned_BR Test 2.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_BR Test 2.xlsx,N/A
08_DATA_Cleaned_BR_v2 with OEs and Max Diff.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_BR_v2 with OEs and Max Diff.xlsx,N/A
08_DATA_Cleaned_CH_with OEs and Max Diff.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_CH_with OEs and Max Diff.xlsx,N/A
08_DATA_Cleaned_FR _v1 with OEs.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_FR _v1 with OEs.xlsx,N/A
08_DATA_Cleaned_HU.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_HU.xlsx,N/A
08_DATA_Cleaned_IN_Test Mango with OEs.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_IN_Test Mango with OEs.xlsx,N/A
08_DATA_Cleaned_IN_Test Orange with OEs.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_IN_Test Orange with OEs.xlsx,N/A
08_DATA_Cleaned_JP_with OEs and Max Diff v2.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_JP_with OEs and Max Diff v2.xlsx,N/A
08_DATA_Cleaned_MX_v2 with OEs and Max Diff.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_MX_v2 with OEs and Max Diff.xlsx,N/A
08_DATA_Cleaned_UK Test 2.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_UK Test 2.xlsx,N/A
08_DATA_Cleaned_UK_v6 with OEs and Max Diff Update.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_UK_v6 with OEs and Max Diff Update.xlsx,N/A
08_DATA_Cleaned_US_Test1_with OEs and Max Diff.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_US_Test1_with OEs and Max Diff.xlsx,N/A
08_DATA_Cleaned_US_Test2_with OEs and Max Diff v2.xlsx,C:\Legacy Files\all_files\For TCS\MoT\Juice\08_DATA_Cleaned_US_Test2_with OEs and Max Diff v2.xlsx,N/A
Minute Maid Refreshment CLT - Fruit Punch Phase 2_Full Data File with Key.xlsb,C:\Legacy Files\all_files\For TCS\NA Juice\Minute Maid Refreshment CLT - Fruit Punch Phase 2_Full Data File with Key.xlsb,"['Read Me', 'Pivot', 'Red Flag Analysis', 'Red Flag Analysis1', 'Red Flag Analysis2', 'Red Flag Analysis3', 'RFA Data', 'Raw Data', 'Gusto', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
Minute Maid Refreshment CLT - Pink Lemonade Phase 2_Full Data File with Key.xlsb,C:\Legacy Files\all_files\For TCS\NA Juice\Minute Maid Refreshment CLT - Pink Lemonade Phase 2_Full Data File with Key.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
Minute Maid Refreshment CLT - White Lemonade Phase 2_Full Data File with Key.xlsb,C:\Legacy Files\all_files\For TCS\NA Juice\Minute Maid Refreshment CLT - White Lemonade Phase 2_Full Data File with Key.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
AD-1601-160329-CappyFruitBits-Romania.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\AD-1601-160329-CappyFruitBits-Romania.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Key_Decoder', 'Additional data for NDB']"
AGV-1601-NDB Naranja&Nada 2nd round CLT.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\AGV-1601-NDB Naranja&Nada 2nd round CLT.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB', 'Sheet1']"
AJ-1802-Sprite-Uganda RCG.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\AJ-1802-Sprite-Uganda RCG.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
APR-1608 Full Data File with Key -Fanta Orange-Kenya-Frontier Phase 2.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\APR-1608 Full Data File with Key -Fanta Orange-Kenya-Frontier Phase 2.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB', 'Sheet1']"
APR-1811-Sparletta Cream Soda-South Africa RCG.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\APR-1811-Sparletta Cream Soda-South Africa RCG.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved Cell 1', 'Sample Rotation Achieved Cell 2', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
Full data file RCG Sangria BPT 03-2017.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\Full data file RCG Sangria BPT 03-2017.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB', 'Sheet2']"
Full Data File with Key-Fanta RCG Blind Product Test (Indonesia)-20190916.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\Full Data File with Key-Fanta RCG Blind Product Test (Indonesia)-20190916.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
Full Data File with Key-Sprite RCG Blind Product Test (Indonesia)-20090928.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\Full Data File with Key-Sprite RCG Blind Product Test (Indonesia)-20090928.xlsb,"['Sheet3', 'Sheet2', 'Sheet4', 'Sheet5', 'Sheet6', 'Sheet1', 'Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
HW-2101-NDB File Topo Chico PET Aging and Carbonation CLT.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\HW-2101-NDB File Topo Chico PET Aging and Carbonation CLT.xlsb,"['Descriptive Stats', 'Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
IT-1501.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\IT-1501.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
IT-1506.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\IT-1506.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
IT-1609-TCCC_Smoothies CLT_Full Data File with Key_Orchard Berry.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\IT-1609-TCCC_Smoothies CLT_Full Data File with Key_Orchard Berry.xlsb,"['Means', 'Descriptive Stats', 'Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB', 'Product Codes']"
IT-2101-NDB File AHA Y3 Caffeinated Flavors Line Extension CLT.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\IT-2101-NDB File AHA Y3 Caffeinated Flavors Line Extension CLT.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
IT_1702-MM Peach Mango.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\IT_1702-MM Peach Mango.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB', 'Sheet1']"
NDB Data - Hercules MEX CLT 1-Dec-23.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\NDB Data - Hercules MEX CLT 1-Dec-23.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
NDB File Peace Tea Base Reformulation Just Peachy Canada CLT.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\NDB File Peace Tea Base Reformulation Just Peachy Canada CLT.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
NDB File Project Stefani CLT.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\NDB File Project Stefani CLT.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Sample Rotation Achieved', 'Tests Missed', 'Key_Decoder', 'Additional data for NDB']"
Normative Database_TTCR16-21_EMB Bito RN CLT.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\Normative Database_TTCR16-21_EMB Bito RN CLT.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Tests Missed', 'Sample Rotation Achieved', 'Key_Decoder', 'Additional data for NDB']"
Normative Database_TTCR16-34_EURO CAL Bcan CLT.xlsb,C:\Legacy Files\all_files\For TCS\NDB Files\Normative Database_TTCR16-34_EURO CAL Bcan CLT.xlsb,"['Raw Data', 'Consumer Info', 'Category Frequency', 'Tests Missed', 'Sample Rotation Achieved', 'Key_Decoder', 'Additional data for NDB']"
